10 0.0000 
11 0.0000 
12 0.0000 
13 0.0000 
14 0.0000 
15 0.0000 
16 0.0000 
17 0.0000 
18 0.0000 
19 0.0000 
20 0.0000 
21 0.0000 
22 0.0001 
23 0.0001 
24 0.0001 
25 0.0002 
26 0.0003 
27 0.0005 
28 0.0008 
29 0.0011 
30 0.0015 
31 0.0021 
32 0.0029 
33 0.0040 
34 0.0052 
35 0.0067 
36 0.0087 
37 0.0109 
38 0.0135 
39 0.0166 
40 0.0200 
41 0.0237 
42 0.0278 
43 0.0319 
44 0.0361 
45 0.0401 
46 0.0438 
47 0.0471 
48 0.0497 
49 0.0515 
50 0.0526 
51 0.0525 
52 0.0516 
53 0.0498 
54 0.0471 
55 0.0438 
56 0.0401 
57 0.0362 
58 0.0319 
59 0.0278 
60 0.0238 
61 0.0200 
62 0.0166 
63 0.0136 
64 0.0110 
65 0.0086 
66 0.0068 
67 0.0052 
68 0.0039 
69 0.0029 
70 0.0021 
71 0.0015 
72 0.0011 
73 0.0008 
74 0.0005 
75 0.0003 
76 0.0002 
77 0.0001 
78 0.0001 
79 0.0001 
80 0.0000 
81 0.0000 
82 0.0000 
83 0.0000 
84 0.0000 
85 0.0000 
86 0.0000 
87 0.0000 
88 0.0000 
89 0.0000 
90 0.0000 
91 0.0000 
